site_id,site_name,state,latitude,longitude,sample_date,characteristic,result_value,unit
USGS-413510081340100,,,,,2018-08-01,Escherichia coli,8800.0,MPN/100 ml
USGS-413510081340100,,,,,2018-08-01,Turbidity,4.8,NTRU
USGS-413510081340100,,,,,2018-08-01,Wave height,0.4,ft
USGS-04208000,,,,,2018-01-02,"Temperature, water",0.0,deg C
USGS-04208000,,,,,2018-01-02,Barometric pressure,754.0,mm/Hg
USGS-04208000,,,,,2018-01-02,"Stream flow, instantaneous",364.0,ft3/s
USGS-04208000,,,,,2018-01-02,"Height, gage",3.24,ft
USGS-04208000,,,,,2018-01-02,Nitrate,3.66,mg/l as N
USGS-04208000,,,,,2018-01-02,Specific conductance,1460.0,uS/cm @25C
USGS-04208000,,,,,2018-01-02,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2018-01-02,Oxygen,14.2,mg/l
USGS-04208000,,,,,2018-01-02,Oxygen,98.0,% saturatn
USGS-04208000,,,,,2018-01-02,pH,8.1,std units
USGS-04208000,,,,,2018-01-02,Organic Nitrogen,0.82,mg/l
USGS-04208000,,,,,2018-01-02,Ammonia and ammonium,1.03,mg/l as N
USGS-04208000,,,,,2018-01-02,Nitrite,0.205,mg/l as N
USGS-04208000,,,,,2018-01-02,Inorganic nitrogen (nitrate and nitrite),3.87,mg/l as N
USGS-04208000,,,,,2018-01-02,Orthophosphate,0.231,mg/l asPO4
USGS-04208000,,,,,2018-01-02,Phosphorus,0.161,mg/l as P
USGS-04208000,,,,,2018-01-02,Orthophosphate,0.075,mg/l as P
USGS-04208000,,,,,2018-01-02,Chloride,327.0,mg/l
USGS-04208000,,,,,2018-01-02,"Height, gage",0.99,m
USGS-04208000,,,,,2018-01-02,"Stream flow, instantaneous",10.0,m3/sec
USGS-04208000,,,,,2018-01-02,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",5.72,mg/l
USGS-04208000,,,,,2018-01-02,Turbidity,7.7,FNU
USGS-04208000,,,,,2018-01-02,Ammonia and ammonium,1.33,mg/l NH4
USGS-04208000,,,,,2018-01-02,Nitrate,16.2,mg/l asNO3
USGS-04208000,,,,,2018-01-02,Nitrite,0.673,mg/l asNO2
USGS-04208000,,,,,2018-01-02,Suspended Sediment Concentration (SSC),15.0,mg/l
USGS-04208000,,,,,2018-01-02,Suspended Sediment Discharge,15.0,tons/day
USGS-412928081560220,,,,,2018-06-24,"Temperature, water",21.3,deg C
USGS-412928081560220,,,,,2018-06-24,Escherichia coli,10.0,MPN/100 ml
USGS-412928081560220,,,,,2018-06-24,Turbidity,4.0,NTRU
USGS-412928081560220,,,,,2018-06-24,Wave height,0.3,ft
USGS-413510081340100,,,,,2018-08-09,"Temperature, water",24.9,deg C
USGS-413510081340100,,,,,2018-08-09,Escherichia coli,110.0,MPN/100 ml
USGS-413510081340100,,,,,2018-08-09,Turbidity,6.2,NTRU
USGS-413510081340100,,,,,2018-08-09,Wave height,0.4,ft
USGS-412928081560220,,,,,2018-06-11,"Temperature, water",19.9,deg C
USGS-412928081560220,,,,,2018-06-11,Escherichia coli,1100.0,MPN/100 ml
USGS-412928081560220,,,,,2018-06-11,Turbidity,80.0,NTRU
USGS-412928081560220,,,,,2018-06-11,Wave height,2.3,ft
USGS-413510081340100,,,,,2018-06-15,Escherichia coli,12.0,MPN/100 ml
USGS-413510081340100,,,,,2018-06-15,Turbidity,2.1,NTRU
USGS-413510081340100,,,,,2018-06-15,Wave height,0.1,ft
USGS-413510081340100,,,,,2018-09-04,"Temperature, water",25.3,deg C
USGS-413510081340100,,,,,2018-09-04,Escherichia coli,35.0,MPN/100 ml
USGS-413510081340100,,,,,2018-09-04,Turbidity,3.4,NTRU
USGS-413510081340100,,,,,2018-09-04,Wave height,0.1,ft
USGS-412928081560220,,,,,2018-08-09,"Temperature, water",22.8,deg C
USGS-412928081560220,,,,,2018-08-09,Escherichia coli,51.0,MPN/100 ml
USGS-412928081560220,,,,,2018-08-09,Turbidity,2.8,NTRU
USGS-412928081560220,,,,,2018-08-09,Wave height,0.2,ft
USGS-412922081442303,,,,,2018-06-04,"Temperature, water",20.6,deg C
USGS-412922081442303,,,,,2018-06-04,Escherichia coli,640.0,MPN/100 ml
USGS-412922081442303,,,,,2018-06-04,Turbidity,29.0,NTRU
USGS-412922081442303,,,,,2018-06-04,Wave height,2.0,ft
USGS-413510081340100,,,,,2018-07-19,Escherichia coli,34.0,MPN/100 ml
USGS-413510081340100,,,,,2018-07-19,Turbidity,5.8,NTRU
USGS-413510081340100,,,,,2018-07-19,Wave height,0.1,ft
USGS-412922081442303,,,,,2018-06-01,"Temperature, water",16.8,deg C
USGS-412922081442303,,,,,2018-06-01,Escherichia coli,250.0,MPN/100 ml
USGS-412922081442303,,,,,2018-06-01,Turbidity,5.1,NTRU
USGS-412922081442303,,,,,2018-06-01,Wave height,0.2,ft
USGS-412922081442303,,,,,2018-07-23,"Temperature, water",22.5,deg C
USGS-412922081442303,,,,,2018-07-23,Escherichia coli,16.0,MPN/100 ml
USGS-412922081442303,,,,,2018-07-23,Turbidity,4.9,NTRU
USGS-412922081442303,,,,,2018-07-23,Wave height,0.2,ft
USGS-412928081560220,,,,,2018-08-10,"Temperature, water",23.2,deg C
USGS-412928081560220,,,,,2018-08-10,Escherichia coli,500.0,MPN/100 ml
USGS-412928081560220,,,,,2018-08-10,Turbidity,7.5,NTRU
USGS-412928081560220,,,,,2018-08-10,Wave height,0.7,ft
USGS-412928081560220,,,,,2018-08-20,"Temperature, water",20.8,deg C
USGS-412928081560220,,,,,2018-08-20,Escherichia coli,16.0,MPN/100 ml
USGS-412928081560220,,,,,2018-08-20,Turbidity,5.9,NTRU
USGS-412928081560220,,,,,2018-08-20,Wave height,0.2,ft
USGS-412922081442303,,,,,2018-08-25,"Temperature, water",22.0,deg C
USGS-412922081442303,,,,,2018-08-25,Escherichia coli,56.0,MPN/100 ml
USGS-412922081442303,,,,,2018-08-25,Turbidity,3.3,NTRU
USGS-412922081442303,,,,,2018-08-25,Wave height,0.1,ft
USGS-04208000,,,,,2018-02-06,"Stream flow, instantaneous",18.0,m3/sec
USGS-04208000,,,,,2018-02-06,Stream width measure,122.0,ft
USGS-04208000,,,,,2018-02-06,"Stream flow, instantaneous",633.0,ft3/s
USGS-04208000,,,,,2018-02-06,Number of sampling points,9.0,count
USGS-04208000,,,,,2018-02-06,"Height, gage",3.59,ft
USGS-04208000,,,,,2018-02-06,"Height, gage",1.09,m
USGS-04208000,,,,,2018-02-06,Tribromomethane,0.02,ug/l
USGS-04208000,,,,,2018-02-06,Benzo[a]pyrene,0.02,ug/l
USGS-04208000,,,,,2018-02-06,Diethyl phthalate,0.1,ug/l
USGS-04208000,,,,,2018-02-06,Fluoranthene,0.08,ug/l
USGS-04208000,,,,,2018-02-06,Isophorone,0.021,ug/l
USGS-04208000,,,,,2018-02-06,Phenanthrene,0.05,ug/l
USGS-04208000,,,,,2018-02-06,Pyrene,0.05,ug/l
USGS-04208000,,,,,2018-02-06,Atrazine,0.02,ug/l
USGS-04208000,,,,,2018-02-06,4-Nonylphenol diethoxylate,0.5,ug/l
USGS-04208000,,,,,2018-02-06,"Tris(1,3-dichloro-2-propyl)phosphate",0.1,ug/l
USGS-04208000,,,,,2018-02-06,Triclosan,0.09,ug/l
USGS-04208000,,,,,2018-02-06,5-Tolyltriazole,0.12,ug/l
USGS-04208000,,,,,2018-02-06,Cotinine,0.05,ug/l
USGS-04208000,,,,,2018-02-06,"N,N-Diethyl-m-toluamide",0.06,ug/l
USGS-04208000,,,,,2018-02-06,"2-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]ethanol",0.1,ug/l
USGS-04208000,,,,,2018-02-06,Coprosterol,0.4,ug/l
USGS-04208000,,,,,2018-02-06,"p-(1,1,3,3-Tetramethylbutyl)phenol",0.1,ug/l
USGS-04208000,,,,,2018-02-06,AHTN,0.02,ug/l
USGS-04208000,,,,,2018-02-06,Anthraquinone,0.09,ug/l
USGS-04208000,,,,,2018-02-06,Benzophenone,0.07,ug/l
USGS-04208000,,,,,2018-02-06,.beta.-Sitosterol,0.5,ug/l
USGS-04208000,,,,,2018-02-06,"4,4'-Isopropylidenediphenol",0.09,ug/l
USGS-04208000,,,,,2018-02-06,Cholesterol,0.8,ug/l
USGS-04208000,,,,,2018-02-06,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",0.25,ug/l
USGS-04208000,,,,,2018-02-06,4-Nonylphenols,0.4,ug/l
USGS-04208000,,,,,2018-02-06,Tris(2-butoxyethyl) phosphate,0.34,ug/l
USGS-04208000,,,,,2018-02-06,Tris(2-chloroethyl) phosphate,0.05,ug/l
USGS-04208000,,,,,2018-02-06,Tributyl phosphate,0.036,ug/l
USGS-04208000,,,,,2018-02-06,Triethyl citrate,0.31,ug/l
USGS-04208000,,,,,2018-02-06,Triphenyl phosphate,0.02,ug/l
USGS-04208000,,,,,2018-02-06,Decafluorobiphenyl,64.9,%
USGS-04208000,,,,,2018-02-06,Fluoranthene-d10,88.6,%
USGS-04208000,,,,,2018-02-06,Meprobamate,9.03,ng/l
USGS-04208000,,,,,2018-02-06,Atrazine,7.69,ng/l
USGS-04208000,,,,,2018-02-06,Acetaminophen,33.2,ng/l
USGS-04208000,,,,,2018-02-06,Bupropion,27.5,ng/l
USGS-04208000,,,,,2018-02-06,Caffeine,186.0,ng/l
USGS-04208000,,,,,2018-02-06,Carbamazepine,25.9,ng/l
USGS-04208000,,,,,2018-02-06,Cimetidine,15.1,ng/l
USGS-04208000,,,,,2018-02-06,Codeine,11.2,ng/l
USGS-04208000,,,,,2018-02-06,Cotinine,18.9,ng/l
USGS-04208000,,,,,2018-02-06,"Ethanamine, 2-(diphenylmethoxy)-N,N-dimethyl-",24.7,ng/l
USGS-04208000,,,,,2018-02-06,Ranitidine,85.8,ng/l
USGS-04208000,,,,,2018-02-06,Sulfamethoxazole,132.0,ng/l
USGS-04208000,,,,,2018-02-06,Trimethoprim,49.7,ng/l
USGS-04208000,,,,,2018-02-06,Morphine,18.5,ng/l
USGS-04208000,,,,,2018-02-06,Pseudoephedrine/Ephedrine mix,30.3,ng/l
USGS-04208000,,,,,2018-02-06,"Acetamide, 2-(diethylamino)-N-(2,6-dimethylphenyl)-",75.1,ng/l
USGS-04208000,,,,,2018-02-06,Dextromethorphan,13.3,ng/l
USGS-04208000,,,,,2018-02-06,Triamterene,6.16,ng/l
USGS-04208000,,,,,2018-02-06,Fluconazole,24.7,ng/l
USGS-04208000,,,,,2018-02-06,Acyclovir,96.9,ng/l
USGS-04208000,,,,,2018-02-06,Loratadine,0.45,ng/l
USGS-04208000,,,,,2018-02-06,Metformin,4860.0,ng/l
USGS-04208000,,,,,2018-02-06,Nicotine,57.0,ng/l
USGS-04208000,,,,,2018-02-06,Methadone,2.89,ng/l
USGS-04208000,,,,,2018-02-06,Methocarbamol,88.9,ng/l
USGS-04208000,,,,,2018-02-06,Atenolol,128.0,ng/l
USGS-04208000,,,,,2018-02-06,Citalopram,12.9,ng/l
USGS-04208000,,,,,2018-02-06,Hydrocodone,9.77,ng/l
USGS-04208000,,,,,2018-02-06,Fexofenadine,212.0,ng/l
USGS-04208000,,,,,2018-02-06,Oseltamivir,5.87,ng/l
USGS-04208000,,,,,2018-02-06,Tolyl triazole,411.0,ng/l
USGS-04208000,,,,,2018-02-06,Propranol,6.6,ng/l
USGS-04208000,,,,,2018-02-06,Tramadol,80.3,ng/l
USGS-04208000,,,,,2018-02-06,Diltiazem,19.6,ng/l
USGS-04208000,,,,,2018-02-06,Metoprolol,94.8,ng/l
USGS-04208000,,,,,2018-02-06,Sitagliptin,59.3,ng/l
USGS-04208000,,,,,2018-02-06,Venlafaxine,68.4,ng/l
USGS-04208000,,,,,2018-02-06,Famotidine,18.4,ng/l
USGS-04208000,,,,,2018-02-06,Caffeine,0.19,ug/l
USGS-04208000,,,,,2018-02-06,Desmethylvenlafaxine,131.0,ng/l
USGS-04208000,,,,,2018-02-06,p-Cresol,0.03,ug/l
USGS-04208000,,,,,2018-02-06,Carbazole,0.017,ug/l
USGS-04208000,,,,,2018-02-06,Lorazepam-D4,105.0,%
USGS-04208000,,,,,2018-02-06,Oxazepam-d5,107.0,%
USGS-04208000,,,,,2018-02-06,Tamoxifen-d5,44.6,%
USGS-04208000,,,,,2018-02-06,Caffeine-d9,79.0,%
USGS-04208000,,,,,2018-02-06,Bisphenol A-d14,101.0,%
USGS-04208000,,,,,2018-02-06,Thiabendazole-d4,94.4,%
USGS-04208000,,,,,2018-02-06,Albuterol-d9,109.0,%
USGS-04208000,,,,,2018-02-06,Diltiazem-d3,92.8,%
USGS-04208000,,,,,2018-02-06,Trimethoprim-d9,96.9,%
USGS-04208000,,,,,2018-02-06,Acetaminophen-d3,98.4,%
USGS-04208000,,,,,2018-02-06,Norfluoxetine-d6,91.5,%
USGS-04208000,,,,,2018-02-06,Methadone-d9,99.3,%
USGS-04208000,,,,,2018-02-06,Oxycodone-d3,109.0,%
USGS-04208000,,,,,2018-02-06,Hydrocodone-d3,111.0,%
USGS-04208000,,,,,2018-02-06,Temazepam-d5,99.3,%
USGS-04208000,,,,,2018-02-06,Caffeine-trimethyl-13C3,104.0,%
USGS-04208000,,,,,2018-02-06,Sulfamethoxazole-13C6,149.0,%
USGS-04208000,,,,,2018-02-06,Cotinine-d3,96.6,%
USGS-04208000,,,,,2018-02-06,Amphetamine-d6,93.9,%
USGS-04208000,,,,,2018-02-06,Codeine-d6,100.0,%
USGS-04208000,,,,,2018-02-06,Pseudoephedrine-d3,97.4,%
USGS-04208000,,,,,2018-02-06,Diphenhydramine-d3,107.0,%
USGS-04208000,,,,,2018-02-06,Fluoxetine-d6,63.7,%
USGS-04208000,,,,,2018-02-06,Diazepam-D5,98.0,%
USGS-412922081442303,,,,,2019-07-15,"Temperature, water",23.9,deg C
USGS-412922081442303,,,,,2019-07-15,Escherichia coli,24.0,MPN/100 ml
USGS-412922081442303,,,,,2019-07-15,Turbidity,18.0,NTRU
USGS-412922081442303,,,,,2019-07-20,"Temperature, water",26.1,deg C
USGS-412922081442303,,,,,2019-07-20,Escherichia coli,110.0,MPN/100 ml
USGS-412922081442303,,,,,2019-07-20,Turbidity,100.0,NTRU
USGS-412928081560220,,,,,2019-08-01,Turbidity,20.0,NTRU
USGS-412928081560220,,,,,2019-08-01,Wave height,1.5,ft
USGS-412928081560220,,,,,2019-08-01,"Temperature, water",22.1,deg C
USGS-412928081560220,,,,,2019-08-01,Escherichia coli,74.0,MPN/100 ml
USGS-412928081560220,,,,,2019-07-24,"Temperature, water",21.6,deg C
USGS-412928081560220,,,,,2019-07-24,Escherichia coli,32.0,MPN/100 ml
USGS-412928081560220,,,,,2019-07-24,Turbidity,36.0,NTRU
USGS-412928081560220,,,,,2019-07-24,Wave height,3.0,ft
USGS-412928081560220,,,,,2019-06-08,"Temperature, water",18.0,deg C
USGS-412928081560220,,,,,2019-06-08,Escherichia coli,78.0,MPN/100 ml
USGS-412928081560220,,,,,2019-06-08,Turbidity,20.0,NTRU
USGS-412928081560220,,,,,2019-06-08,Wave height,1.0,ft
USGS-413510081340100,,,,,2019-08-17,"Temperature, water",24.6,deg C
USGS-413510081340100,,,,,2019-08-17,Escherichia coli,13.0,MPN/100 ml
USGS-413510081340100,,,,,2019-08-17,Turbidity,1.2,NTRU
USGS-413510081340100,,,,,2019-08-17,Wave height,0.2,ft
USGS-413510081340100,,,,,2019-06-24,Escherichia coli,1400.0,MPN/100 ml
USGS-412928081560220,,,,,2019-07-18,"Temperature, water",23.5,deg C
USGS-412928081560220,,,,,2019-07-18,Escherichia coli,52.0,MPN/100 ml
USGS-412928081560220,,,,,2019-07-18,Turbidity,22.0,NTRU
USGS-412928081560220,,,,,2019-07-18,Wave height,0.5,ft
USGS-412928081560220,,,,,2019-07-28,"Temperature, water",23.2,deg C
USGS-412928081560220,,,,,2019-07-28,Escherichia coli,58.0,MPN/100 ml
USGS-412928081560220,,,,,2019-07-28,Turbidity,2.6,NTRU
USGS-412928081560220,,,,,2019-07-28,Wave height,0.1,ft
USGS-412928081560220,,,,,2019-06-20,"Temperature, water",20.1,deg C
USGS-412928081560220,,,,,2019-06-20,Escherichia coli,140.0,MPN/100 ml
USGS-412928081560220,,,,,2019-06-20,Turbidity,8.0,NTRU
USGS-412928081560220,,,,,2019-06-20,Wave height,0.8,ft
USGS-04208000,,,,,2019-12-05,"Height, gage",4.15,ft
USGS-04208000,,,,,2019-12-05,Stream width measure,120.0,ft
USGS-04208000,,,,,2019-12-05,"Temperature, water",4.4,deg C
USGS-04208000,,,,,2019-12-05,Barometric pressure,745.0,mm/Hg
USGS-04208000,,,,,2019-12-05,"Stream flow, instantaneous",956.0,ft3/s
USGS-04208000,,,,,2019-12-05,Number of sampling points,9.0,count
USGS-04208000,,,,,2019-12-05,Specific conductance,924.0,uS/cm @25C
USGS-04208000,,,,,2019-12-05,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2019-12-05,Oxygen,12.3,mg/l
USGS-04208000,,,,,2019-12-05,Oxygen,97.0,% saturatn
USGS-04208000,,,,,2019-12-05,pH,8.0,std units
USGS-04208000,,,,,2019-12-05,Organic Nitrogen,0.63,mg/l
USGS-04208000,,,,,2019-12-05,Ammonia and ammonium,0.04,mg/l as N
USGS-04208000,,,,,2019-12-05,Nitrite,0.01,mg/l as N
USGS-04208000,,,,,2019-12-05,Nitrate,2.21,mg/l as N
USGS-04208000,,,,,2019-12-05,Inorganic nitrogen (nitrate and nitrite),2.22,mg/l as N
USGS-04208000,,,,,2019-12-05,Orthophosphate,0.063,mg/l asPO4
USGS-04208000,,,,,2019-12-05,Phosphorus,0.068,mg/l as P
USGS-04208000,,,,,2019-12-05,Orthophosphate,0.021,mg/l as P
USGS-04208000,,,,,2019-12-05,Chloride,165.0,mg/l
USGS-04208000,,,,,2019-12-05,"Height, gage",1.26,m
USGS-04208000,,,,,2019-12-05,"Stream flow, instantaneous",27.0,m3/sec
USGS-04208000,,,,,2019-12-05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",2.89,mg/l
USGS-04208000,,,,,2019-12-05,Turbidity,7.7,FNU
USGS-04208000,,,,,2019-12-05,Ammonia and ammonium,0.047,mg/l NH4
USGS-04208000,,,,,2019-12-05,Nitrate,9.8,mg/l asNO3
USGS-04208000,,,,,2019-12-05,Nitrite,0.031,mg/l asNO2
USGS-04208000,,,,,2019-12-05,Suspended Sediment Concentration (SSC),12.0,mg/l
USGS-04208000,,,,,2019-12-05,Suspended Sediment Discharge,31.0,tons/day
USGS-04208000,,,,,2019-12-05,Sediment,0.0044,g
USGS-412928081560220,,,,,2019-07-29,Turbidity,1.6,NTRU
USGS-412928081560220,,,,,2019-07-29,Wave height,0.1,ft
USGS-412928081560220,,,,,2019-07-29,"Temperature, water",24.3,deg C
USGS-412928081560220,,,,,2019-07-29,Escherichia coli,7.0,MPN/100 ml
USGS-412922081442303,,,,,2019-06-04,"Temperature, water",17.5,deg C
USGS-412922081442303,,,,,2019-06-04,Escherichia coli,50.0,MPN/100 ml
USGS-412922081442303,,,,,2019-06-04,Turbidity,39.0,NTRU
USGS-413510081340100,,,,,2019-06-07,Escherichia coli,1100.0,MPN/100 ml
USGS-412928081560220,,,,,2019-05-28,"Temperature, water",19.8,deg C
USGS-412928081560220,,,,,2019-05-28,Escherichia coli,46.0,MPN/100 ml
USGS-412928081560220,,,,,2019-05-28,Turbidity,7.6,NTRU
USGS-412928081560220,,,,,2019-05-28,Wave height,0.2,ft
USGS-412928081560220,,,,,2019-05-26,"Temperature, water",15.0,deg C
USGS-412928081560220,,,,,2019-05-26,Escherichia coli,8.0,MPN/100 ml
USGS-412928081560220,,,,,2019-05-26,Turbidity,11.0,NTRU
USGS-412928081560220,,,,,2019-05-26,Wave height,0.1,ft
USGS-412928081560220,,,,,2019-06-01,"Temperature, water",19.1,deg C
USGS-412928081560220,,,,,2019-06-01,Escherichia coli,83.0,MPN/100 ml
USGS-412928081560220,,,,,2019-06-01,Turbidity,7.7,NTRU
USGS-412928081560220,,,,,2019-06-01,Wave height,0.2,ft
USGS-412922081442303,,,,,2019-06-23,Turbidity,1200.0,NTRU
USGS-412922081442303,,,,,2019-06-23,"Temperature, water",19.6,deg C
USGS-412922081442303,,,,,2019-06-23,Escherichia coli,90.0,MPN/100 ml
USGS-412922081442303,,,,,2019-06-05,"Temperature, water",18.6,deg C
USGS-412922081442303,,,,,2019-06-05,Escherichia coli,14.0,MPN/100 ml
USGS-412922081442303,,,,,2019-06-05,Turbidity,40.0,NTRU
USGS-412928081560220,,,,,2019-07-19,"Temperature, water",24.6,deg C
USGS-412928081560220,,,,,2019-07-19,Escherichia coli,16.0,MPN/100 ml
USGS-412928081560220,,,,,2019-07-19,Turbidity,29.0,NTRU
USGS-412928081560220,,,,,2019-07-19,Wave height,0.2,ft
USGS-413510081340100,,,,,2019-07-15,Escherichia coli,4.0,MPN/100 ml
USGS-412928081560220,,,,,2019-06-15,"Temperature, water",17.1,deg C
USGS-412928081560220,,,,,2019-06-15,Escherichia coli,18.0,MPN/100 ml
USGS-412928081560220,,,,,2019-06-15,Turbidity,8.9,NTRU
USGS-412928081560220,,,,,2019-06-15,Wave height,0.3,ft
USGS-413510081340100,,,,,2019-07-09,Escherichia coli,12.0,MPN/100 ml
USGS-412928081560220,,,,,2019-06-04,"Temperature, water",16.5,deg C
USGS-412928081560220,,,,,2019-06-04,Escherichia coli,36.0,MPN/100 ml
USGS-412928081560220,,,,,2019-06-04,Turbidity,8.5,NTRU
USGS-412928081560220,,,,,2019-06-04,Wave height,0.1,ft
USGS-412928081560220,,,,,2019-07-14,"Temperature, water",24.5,deg C
USGS-412928081560220,,,,,2019-07-14,Escherichia coli,44.0,MPN/100 ml
USGS-412928081560220,,,,,2019-07-14,Turbidity,38.0,NTRU
USGS-412928081560220,,,,,2019-07-14,Wave height,3.0,ft
USGS-412928081560220,,,,,2019-06-23,"Temperature, water",17.9,deg C
USGS-412928081560220,,,,,2019-06-23,Escherichia coli,40.0,MPN/100 ml
USGS-412928081560220,,,,,2019-06-23,Turbidity,6.2,NTRU
USGS-412928081560220,,,,,2019-06-23,Wave height,0.1,ft
USGS-412928081560220,,,,,2019-09-01,"Temperature, water",19.9,deg C
USGS-412928081560220,,,,,2019-09-01,Escherichia coli,20.0,MPN/100 ml
USGS-412928081560220,,,,,2019-09-01,Turbidity,17.0,NTRU
