site_id,site_name,state,latitude,longitude,sample_date,characteristic,result_value,unit
USGS-413510081340100,,,,,2015-07-22,"Temperature, air",21.6,deg C
USGS-413510081340100,,,,,2015-07-22,"Acidity, (H+)",5e-05,mg/l
USGS-413510081340100,,,,,2015-07-22,pH,7.3,std units
USGS-412928081560220,,,,,2015-07-26,"Temperature, water",76.2,deg F
USGS-412928081560220,,,,,2015-07-26,Escherichia coli,36.0,MPN/100 ml
USGS-412928081560220,,,,,2015-07-26,Turbidity,4.7,NTRU
USGS-412928081560220,,,,,2015-07-26,Wave height,0.2,ft
USGS-412929081561100,,,,,2015-08-23,Escherichia coli,26.0,MPN/100 ml
USGS-412929081561100,,,,,2015-08-23,Turbidity,9.9,NTRU
USGS-412922081442303,,,,,2015-06-11,pH,8.0,std units
USGS-413510081340100,,,,,2015-06-01,"Temperature, air",10.3,deg C
USGS-413510081340100,,,,,2015-06-01,"Acidity, (H+)",0.00047,mg/l
USGS-413510081340100,,,,,2015-06-01,pH,6.3,std units
USGS-413510081340100,,,,,2015-06-01,Escherichia coli,3700.0,MPN/100 ml
USGS-413510081340100,,,,,2015-06-01,Turbidity,73.0,NTRU
USGS-413510081340100,,,,,2015-06-01,Wave height,1.1,ft
USGS-412929081561100,,,,,2015-05-23,Escherichia coli,2.0,MPN/100 ml
USGS-412929081561100,,,,,2015-05-23,Turbidity,5.4,NTRU
USGS-412922081442303,,,,,2015-06-11,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2015-06-11,"Temperature, water",19.0,deg C
USGS-412922081442303,,,,,2015-06-11,Escherichia coli,310.0,MPN/100 ml
USGS-412922081442303,,,,,2015-06-11,Turbidity,10.0,NTRU
USGS-412922081442303,,,,,2015-06-11,Wave height,0.5,ft
USGS-412928081560220,,,,,2015-06-13,"Temperature, water",65.1,deg F
USGS-412928081560220,,,,,2015-06-13,Escherichia coli,550.0,MPN/100 ml
USGS-412928081560220,,,,,2015-06-13,Turbidity,25.0,NTRU
USGS-412928081560220,,,,,2015-06-13,Wave height,0.6,ft
USGS-412928081560220,,,,,2015-08-03,"Temperature, water",76.4,deg F
USGS-412928081560220,,,,,2015-08-03,Escherichia coli,25.0,MPN/100 ml
USGS-412928081560220,,,,,2015-08-03,Turbidity,7.8,NTRU
USGS-412928081560220,,,,,2015-08-03,Wave height,0.1,ft
USGS-04208000,,,,,2015-03-26,Stream width measure,120.0,ft
USGS-04208000,,,,,2015-03-26,"Temperature, water",5.6,deg C
USGS-04208000,,,,,2015-03-26,"Temperature, air",4.0,deg C
USGS-04208000,,,,,2015-03-26,Barometric pressure,742.0,mm/Hg
USGS-04208000,,,,,2015-03-26,"Stream flow, instantaneous",2540.0,ft3/s
USGS-04208000,,,,,2015-03-26,Number of sampling points,9.0,count
USGS-04208000,,,,,2015-03-26,"Height, gage",7.1,ft
USGS-04208000,,,,,2015-03-26,Specific conductance,1130.0,uS/cm @25C
USGS-04208000,,,,,2015-03-26,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2015-03-26,Oxygen,12.3,mg/l
USGS-04208000,,,,,2015-03-26,Oxygen,101.0,% saturatn
USGS-04208000,,,,,2015-03-26,pH,7.9,std units
USGS-04208000,,,,,2015-03-26,Organic Nitrogen,0.9,mg/l
USGS-04208000,,,,,2015-03-26,Ammonia and ammonium,0.06,mg/l as N
USGS-04208000,,,,,2015-03-26,Nitrite,0.015,mg/l as N
USGS-04208000,,,,,2015-03-26,Nitrate,1.19,mg/l as N
USGS-04208000,,,,,2015-03-26,Inorganic nitrogen (nitrate and nitrite),1.2,mg/l as N
USGS-04208000,,,,,2015-03-26,Orthophosphate,0.033,mg/l asPO4
USGS-04208000,,,,,2015-03-26,Phosphorus,0.352,mg/l as P
USGS-04208000,,,,,2015-03-26,Orthophosphate,0.011,mg/l as P
USGS-04208000,,,,,2015-03-26,Chloride,272.0,mg/l
USGS-04208000,,,,,2015-03-26,"Height, gage",2.16,m
USGS-04208000,,,,,2015-03-26,"Stream flow, instantaneous",72.0,m3/sec
USGS-04208000,,,,,2015-03-26,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",2.16,mg/l
USGS-04208000,,,,,2015-03-26,Turbidity,200.0,FNU
USGS-04208000,,,,,2015-03-26,Ammonia and ammonium,0.075,mg/l NH4
USGS-04208000,,,,,2015-03-26,Nitrate,5.26,mg/l asNO3
USGS-04208000,,,,,2015-03-26,Nitrite,0.048,mg/l asNO2
USGS-04208000,,,,,2015-03-26,Suspended Sediment Concentration (SSC),644.0,mg/l
USGS-04208000,,,,,2015-03-26,Suspended Sediment Discharge,4420.0,tons/day
USGS-412928081560220,,,,,2015-06-29,"Temperature, water",67.4,deg F
USGS-412928081560220,,,,,2015-06-29,Turbidity,40.0,NTRU
USGS-412928081560220,,,,,2015-06-29,Escherichia coli,510.0,MPN/100 ml
USGS-412928081560220,,,,,2015-06-29,Wave height,0.1,ft
USGS-412929081561100,,,,,2015-06-08,Escherichia coli,52.0,MPN/100 ml
USGS-412929081561100,,,,,2015-06-08,Turbidity,34.0,NTRU
USGS-412929081561100,,,,,2015-08-09,Escherichia coli,100.0,MPN/100 ml
USGS-412929081561100,,,,,2015-08-09,Turbidity,63.0,NTRU
USGS-412929081561100,,,,,2015-07-24,Escherichia coli,15.0,MPN/100 ml
USGS-412929081561100,,,,,2015-07-24,Turbidity,4.7,NTRU
USGS-412929081561100,,,,,2015-08-01,Escherichia coli,110.0,MPN/100 ml
USGS-412929081561100,,,,,2015-08-01,Turbidity,19.0,NTRU
USGS-413510081340100,,,,,2015-06-13,"Temperature, air",16.2,deg C
USGS-413510081340100,,,,,2015-06-13,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2015-06-13,pH,8.0,std units
USGS-413510081340100,,,,,2015-06-13,Escherichia coli,310.0,MPN/100 ml
USGS-413510081340100,,,,,2015-06-13,Turbidity,5.4,NTRU
USGS-413510081340100,,,,,2015-06-13,Wave height,0.4,ft
USGS-412929081561100,,,,,2015-05-27,Escherichia coli,3.0,MPN/100 ml
USGS-412929081561100,,,,,2015-05-27,Turbidity,2.0,NTRU
USGS-412929081561100,,,,,2015-06-22,Escherichia coli,6.0,MPN/100 ml
USGS-412929081561100,,,,,2015-06-22,Turbidity,5.5,NTRU
USGS-412922081442303,,,,,2015-08-21,Turbidity,13.0,NTRU
USGS-412922081442303,,,,,2015-08-21,"Temperature, water",22.0,deg C
USGS-412922081442303,,,,,2015-08-21,"Acidity, (H+)",5e-05,mg/l
USGS-412922081442303,,,,,2015-08-21,pH,7.3,std units
USGS-412922081442303,,,,,2015-08-21,Escherichia coli,86.0,MPN/100 ml
USGS-412922081442303,,,,,2015-08-21,Wave height,1.0,ft
USGS-412928081560220,,,,,2015-08-19,"Temperature, water",76.2,deg F
USGS-412928081560220,,,,,2015-08-19,Escherichia coli,32.0,MPN/100 ml
USGS-412928081560220,,,,,2015-08-19,Turbidity,3.9,NTRU
USGS-412928081560220,,,,,2015-08-19,Wave height,0.1,ft
USGS-412922081442303,,,,,2015-05-30,Escherichia coli,11.0,MPN/100 ml
USGS-412922081442303,,,,,2015-05-30,"Temperature, water",17.0,deg C
USGS-412922081442303,,,,,2015-05-30,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2015-05-30,pH,8.3,std units
USGS-412922081442303,,,,,2015-05-30,Turbidity,1.8,NTRU
USGS-412922081442303,,,,,2015-05-30,Wave height,0.2,ft
USGS-412929081561100,,,,,2015-06-28,Escherichia coli,2800.0,MPN/100 ml
USGS-412929081561100,,,,,2015-06-28,Turbidity,360.0,NTRU
USGS-412929081561100,,,,,2015-07-01,Escherichia coli,65.0,MPN/100 ml
USGS-412929081561100,,,,,2015-07-01,Turbidity,16.0,NTRU
USGS-412929081561100,,,,,2015-08-03,Escherichia coli,130.0,MPN/100 ml
USGS-412929081561100,,,,,2015-08-03,Turbidity,9.2,NTRU
USGS-412929081561100,,,,,2015-07-02,Escherichia coli,470.0,MPN/100 ml
USGS-412929081561100,,,,,2015-07-02,Turbidity,32.0,NTRU
USGS-412928081560220,,,,,2015-07-10,"Temperature, water",69.9,deg F
USGS-412928081560220,,,,,2015-07-10,Escherichia coli,91.0,MPN/100 ml
USGS-412928081560220,,,,,2015-07-10,Turbidity,12.0,NTRU
USGS-412928081560220,,,,,2015-07-10,Wave height,0.4,ft
USGS-412929081561100,,,,,2015-08-31,Turbidity,6.7,NTRU
USGS-412929081561100,,,,,2015-08-31,Escherichia coli,440.0,MPN/100 ml
USGS-412928081560220,,,,,2015-06-10,Wave height,0.1,ft
USGS-412928081560220,,,,,2015-06-10,"Temperature, water",64.4,deg F
USGS-412928081560220,,,,,2015-06-10,Escherichia coli,4.0,MPN/100 ml
USGS-412928081560220,,,,,2015-06-10,Turbidity,10.0,NTRU
USGS-413510081340100,,,,,2015-08-23,"Temperature, air",18.7,deg C
USGS-413510081340100,,,,,2015-08-23,"Acidity, (H+)",6e-05,mg/l
USGS-413510081340100,,,,,2015-08-23,pH,7.2,std units
USGS-413510081340100,,,,,2015-08-23,Escherichia coli,28.0,MPN/100 ml
USGS-413510081340100,,,,,2015-08-23,Turbidity,1.9,NTRU
USGS-413510081340100,,,,,2015-08-23,Wave height,0.1,ft
USGS-412929081561100,,,,,2015-07-25,Escherichia coli,12.0,MPN/100 ml
USGS-412929081561100,,,,,2015-07-25,Turbidity,4.3,NTRU
USGS-412922081442303,,,,,2015-07-29,"Temperature, water",24.0,deg C
USGS-412922081442303,,,,,2015-07-29,"Acidity, (H+)",2e-05,mg/l
USGS-412922081442303,,,,,2015-07-29,pH,7.7,std units
USGS-412922081442303,,,,,2015-07-29,Escherichia coli,42.0,MPN/100 ml
USGS-412922081442303,,,,,2015-07-29,Turbidity,3.4,NTRU
USGS-412922081442303,,,,,2015-07-29,Wave height,0.0,ft
USGS-412929081561100,,,,,2015-08-27,Escherichia coli,60.0,MPN/100 ml
USGS-412929081561100,,,,,2015-08-27,Turbidity,13.0,NTRU
USGS-412922081442303,,,,,2015-06-18,"Temperature, water",20.3,deg C
USGS-412922081442303,,,,,2015-06-18,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2015-06-18,pH,8.0,std units
USGS-412922081442303,,,,,2015-06-18,Escherichia coli,93.0,MPN/100 ml
USGS-412922081442303,,,,,2015-06-18,Turbidity,5.2,NTRU
USGS-412922081442303,,,,,2015-06-18,Wave height,0.1,ft
USGS-412922081442303,,,,,2015-06-28,Escherichia coli,550.0,MPN/100 ml
USGS-412922081442303,,,,,2015-06-28,Turbidity,47.0,NTRU
USGS-412922081442303,,,,,2015-06-28,Wave height,6.0,ft
USGS-412922081442303,,,,,2015-06-28,"Temperature, water",19.2,deg C
USGS-412922081442303,,,,,2015-06-28,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2015-06-28,pH,8.1,std units
USGS-412928081560220,,,,,2015-09-01,"Temperature, water",73.5,deg F
USGS-412928081560220,,,,,2015-09-01,Escherichia coli,49.0,MPN/100 ml
USGS-412928081560220,,,,,2015-09-01,Turbidity,3.9,NTRU
USGS-412928081560220,,,,,2015-09-01,Wave height,0.1,ft
USGS-412922081442303,,,,,2015-05-13,pH,8.4,std units
USGS-412922081442303,,,,,2015-05-13,"Temperature, water",12.8,deg C
USGS-412922081442303,,,,,2015-05-13,Escherichia coli,990.0,MPN/100 ml
USGS-412922081442303,,,,,2015-05-13,Turbidity,39.0,NTRU
USGS-412922081442303,,,,,2015-05-13,Wave height,1.3,ft
USGS-412929081561100,,,,,2015-07-06,Escherichia coli,12.0,MPN/100 ml
USGS-412929081561100,,,,,2015-07-06,Turbidity,13.0,NTRU
USGS-412928081560220,,,,,2015-05-27,"Temperature, water",59.7,deg F
USGS-412928081560220,,,,,2015-05-27,Escherichia coli,8.0,MPN/100 ml
USGS-412928081560220,,,,,2015-05-27,Turbidity,1.8,NTRU
USGS-412928081560220,,,,,2015-05-27,Wave height,0.0,ft
USGS-412928081560220,,,,,2015-09-02,"Temperature, water",74.1,deg F
USGS-412928081560220,,,,,2015-09-02,Escherichia coli,30.0,MPN/100 ml
USGS-412928081560220,,,,,2015-09-02,Turbidity,3.3,NTRU
USGS-412928081560220,,,,,2015-09-02,Wave height,0.1,ft
USGS-412929081561100,,,,,2015-07-15,Escherichia coli,3800.0,MPN/100 ml
USGS-412929081561100,,,,,2015-07-15,Turbidity,69.0,NTRU
USGS-412928081560220,,,,,2015-07-29,"Temperature, water",76.6,deg F
USGS-412928081560220,,,,,2015-07-29,Escherichia coli,12.0,MPN/100 ml
USGS-412928081560220,,,,,2015-07-29,Turbidity,6.4,NTRU
USGS-412928081560220,,,,,2015-07-29,Wave height,0.0,ft
USGS-412922081442303,,,,,2015-05-31,"Temperature, water",17.5,deg C
USGS-412922081442303,,,,,2015-05-31,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2015-05-31,pH,8.2,std units
USGS-412922081442303,,,,,2015-05-31,Escherichia coli,740.0,MPN/100 ml
USGS-412922081442303,,,,,2015-05-31,Turbidity,23.0,NTRU
USGS-412922081442303,,,,,2015-05-31,Wave height,2.3,ft
USGS-413510081340100,,,,,2015-05-13,"Temperature, air",9.9,deg C
USGS-413510081340100,,,,,2015-05-13,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2015-05-13,pH,8.3,std units
USGS-413510081340100,,,,,2015-05-13,Escherichia coli,1100.0,MPN/100 ml
USGS-413510081340100,,,,,2015-05-13,Turbidity,24.0,NTRU
USGS-413510081340100,,,,,2015-05-13,Wave height,1.5,ft
USGS-412928081560220,,,,,2015-05-21,"Temperature, water",58.8,deg F
USGS-412928081560220,,,,,2015-05-21,Escherichia coli,24.0,MPN/100 ml
USGS-412928081560220,,,,,2015-05-21,Turbidity,9.6,NTRU
USGS-412928081560220,,,,,2015-05-21,Wave height,0.3,ft
USGS-412929081561100,,,,,2015-09-01,Escherichia coli,570.0,MPN/100 ml
USGS-412929081561100,,,,,2015-09-01,Turbidity,5.7,NTRU
USGS-412928081560220,,,,,2015-06-11,"Temperature, water",65.1,deg F
USGS-412928081560220,,,,,2015-06-11,Escherichia coli,29.0,MPN/100 ml
USGS-412928081560220,,,,,2015-06-11,Turbidity,9.9,NTRU
USGS-412928081560220,,,,,2015-06-11,Wave height,0.8,ft
USGS-412922081442303,,,,,2015-07-17,"Temperature, water",22.0,deg C
USGS-412922081442303,,,,,2015-07-17,"Acidity, (H+)",3e-05,mg/l
USGS-412922081442303,,,,,2015-07-17,pH,7.5,std units
USGS-412922081442303,,,,,2015-07-17,Escherichia coli,35.0,MPN/100 ml
USGS-412922081442303,,,,,2015-07-17,Turbidity,9.1,NTRU
USGS-412922081442303,,,,,2015-07-17,Wave height,0.2,ft
USGS-04208000,,,,,2015-05-27,Stream width measure,120.0,ft
USGS-04208000,,,,,2015-05-27,"Temperature, water",21.3,deg C
USGS-04208000,,,,,2015-05-27,"Temperature, air",25.0,deg C
USGS-04208000,,,,,2015-05-27,Barometric pressure,748.0,mm/Hg
USGS-04208000,,,,,2015-05-27,"Stream flow, instantaneous",649.0,ft3/s
USGS-04208000,,,,,2015-05-27,Number of sampling points,9.0,count
USGS-04208000,,,,,2015-05-27,"Height, gage",3.72,ft
USGS-04208000,,,,,2015-05-27,Specific conductance,1160.0,uS/cm @25C
USGS-04208000,,,,,2015-05-27,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2015-05-27,Oxygen,7.5,mg/l
USGS-04208000,,,,,2015-05-27,Oxygen,86.0,% saturatn
USGS-04208000,,,,,2015-05-27,pH,7.9,std units
USGS-04208000,,,,,2015-05-27,Organic Nitrogen,0.95,mg/l
USGS-04208000,,,,,2015-05-27,Ammonia and ammonium,0.04,mg/l as N
USGS-04208000,,,,,2015-05-27,Nitrite,0.047,mg/l as N
USGS-04208000,,,,,2015-05-27,Nitrate,3.54,mg/l as N
USGS-04208000,,,,,2015-05-27,Inorganic nitrogen (nitrate and nitrite),3.59,mg/l as N
USGS-04208000,,,,,2015-05-27,Orthophosphate,0.117,mg/l asPO4
USGS-04208000,,,,,2015-05-27,Phosphorus,0.175,mg/l as P
USGS-04208000,,,,,2015-05-27,Orthophosphate,0.038,mg/l as P
USGS-04208000,,,,,2015-05-27,Chloride,213.0,mg/l
USGS-04208000,,,,,2015-05-27,"Height, gage",1.13,m
USGS-04208000,,,,,2015-05-27,"Stream flow, instantaneous",18.0,m3/sec
USGS-04208000,,,,,2015-05-27,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",4.58,mg/l
USGS-04208000,,,,,2015-05-27,Turbidity,46.0,FNU
USGS-04208000,,,,,2015-05-27,Ammonia and ammonium,0.047,mg/l NH4
USGS-04208000,,,,,2015-05-27,Nitrate,15.7,mg/l asNO3
USGS-04208000,,,,,2015-05-27,Nitrite,0.155,mg/l asNO2
USGS-04208000,,,,,2015-05-27,Suspended Sediment Concentration (SSC),106.0,mg/l
USGS-04208000,,,,,2015-05-27,Suspended Sediment Discharge,186.0,tons/day
USGS-412922081442303,,,,,2015-07-19,"Temperature, water",24.0,deg C
USGS-412922081442303,,,,,2015-07-19,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2015-07-19,pH,7.9,std units
USGS-412922081442303,,,,,2015-07-19,Escherichia coli,96.0,MPN/100 ml
USGS-412922081442303,,,,,2015-07-19,Turbidity,16.0,NTRU
USGS-412922081442303,,,,,2015-07-19,Wave height,0.2,ft
USGS-412928081560220,,,,,2015-08-23,"Temperature, water",74.1,deg F
USGS-412928081560220,,,,,2015-08-23,Escherichia coli,36.0,MPN/100 ml
USGS-412928081560220,,,,,2015-08-23,Turbidity,11.0,NTRU
USGS-412928081560220,,,,,2015-08-23,Wave height,0.1,ft
USGS-413510081340100,,,,,2015-05-19,"Temperature, air",14.5,deg C
USGS-413510081340100,,,,,2015-05-19,"Acidity, (H+)",5e-05,mg/l
USGS-413510081340100,,,,,2015-05-19,pH,7.3,std units
USGS-413510081340100,,,,,2015-05-19,Escherichia coli,2400.0,MPN/100 ml
USGS-413510081340100,,,,,2015-05-19,Turbidity,4.9,NTRU
USGS-413510081340100,,,,,2015-05-19,Wave height,0.9,ft
USGS-413510081340100,,,,,2015-06-15,"Temperature, air",23.2,deg C
USGS-413510081340100,,,,,2015-06-15,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2015-06-15,pH,8.1,std units
USGS-413510081340100,,,,,2015-06-15,Escherichia coli,4800.0,MPN/100 ml
USGS-413510081340100,,,,,2015-06-15,Turbidity,6.9,NTRU
USGS-413510081340100,,,,,2015-06-15,Wave height,0.9,ft
USGS-412928081560220,,,,,2015-08-28,"Temperature, water",71.4,deg F
USGS-412928081560220,,,,,2015-08-28,Escherichia coli,6.0,MPN/100 ml
USGS-412928081560220,,,,,2015-08-28,Turbidity,4.2,NTRU
USGS-412928081560220,,,,,2015-08-28,Wave height,0.1,ft
USGS-413510081340100,,,,,2015-07-01,"Temperature, air",18.0,deg C
USGS-413510081340100,,,,,2015-07-01,"Acidity, (H+)",2e-05,mg/l
USGS-413510081340100,,,,,2015-07-01,pH,7.8,std units
USGS-413510081340100,,,,,2015-07-01,Escherichia coli,1500.0,MPN/100 ml
USGS-413510081340100,,,,,2015-07-01,Turbidity,19.0,NTRU
USGS-413510081340100,,,,,2015-07-01,Wave height,1.0,ft
USGS-412928081560220,,,,,2015-08-30,"Temperature, water",71.8,deg F
USGS-413510081340100,,,,,2015-09-01,"Temperature, air",22.6,deg C
USGS-413510081340100,,,,,2015-09-01,pH,8.4,std units
USGS-412928081560220,,,,,2015-08-30,Escherichia coli,350.0,MPN/100 ml
USGS-413510081340100,,,,,2015-09-01,Escherichia coli,690.0,MPN/100 ml
USGS-412928081560220,,,,,2015-08-30,Turbidity,14.0,NTRU
USGS-413510081340100,,,,,2015-09-01,Turbidity,1.9,NTRU
USGS-412928081560220,,,,,2015-08-30,Wave height,0.1,ft
USGS-413510081340100,,,,,2015-09-01,Wave height,0.2,ft
USGS-413510081340100,,,,,2015-08-06,"Temperature, air",16.9,deg C
USGS-413510081340100,,,,,2015-08-06,"Acidity, (H+)",3e-05,mg/l
USGS-413510081340100,,,,,2015-08-06,pH,7.5,std units
USGS-413510081340100,,,,,2015-08-06,Escherichia coli,150.0,MPN/100 ml
USGS-412929081561100,,,,,2015-06-23,Escherichia coli,740.0,MPN/100 ml
USGS-412929081561100,,,,,2015-06-23,Turbidity,22.0,NTRU
USGS-413510081340100,,,,,2015-08-06,Turbidity,2.7,NTRU
USGS-413510081340100,,,,,2015-08-06,Wave height,0.5,ft
USGS-412922081442303,,,,,2015-07-12,"Temperature, water",21.9,deg C
USGS-412922081442303,,,,,2015-07-12,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2015-07-12,pH,8.0,std units
USGS-412922081442303,,,,,2015-07-12,Escherichia coli,39.0,MPN/100 ml
USGS-412922081442303,,,,,2015-07-12,Turbidity,5.2,NTRU
USGS-412922081442303,,,,,2015-07-12,Wave height,0.1,ft
USGS-413510081340100,,,,,2015-05-04,"Temperature, air",20.2,deg C
USGS-413510081340100,,,,,2015-05-04,"Acidity, (H+)",0.00067,mg/l
USGS-413510081340100,,,,,2015-05-04,pH,6.2,std units
USGS-413510081340100,,,,,2015-05-04,Escherichia coli,8.0,MPN/100 ml
USGS-413510081340100,,,,,2015-05-04,Turbidity,2.8,NTRU
USGS-413510081340100,,,,,2015-05-04,Wave height,0.1,ft
USGS-04208000,,,,,2015-08-19,"Temperature, water",23.9,deg C
USGS-04208000,,,,,2015-08-19,Barometric pressure,746.0,mm/Hg
USGS-04208000,,,,,2015-08-19,"Stream flow, instantaneous",357.0,ft3/s
USGS-04208000,,,,,2015-08-19,"Height, gage",3.1,ft
USGS-04208000,,,,,2015-08-19,Specific conductance,805.0,uS/cm @25C
USGS-04208000,,,,,2015-08-19,"Acidity, (H+)",2e-05,mg/l
USGS-04208000,,,,,2015-08-19,Oxygen,6.7,mg/l
USGS-04208000,,,,,2015-08-19,Oxygen,81.0,% saturatn
USGS-04208000,,,,,2015-08-19,pH,7.6,std units
USGS-04208000,,,,,2015-08-19,Organic Nitrogen,0.85,mg/l
USGS-04208000,,,,,2015-08-19,Ammonia and ammonium,0.14,mg/l as N
USGS-04208000,,,,,2015-08-19,Nitrite,0.082,mg/l as N
USGS-04208000,,,,,2015-08-19,Nitrate,2.43,mg/l as N
USGS-04208000,,,,,2015-08-19,Inorganic nitrogen (nitrate and nitrite),2.51,mg/l as N
USGS-04208000,,,,,2015-08-19,Orthophosphate,0.306,mg/l asPO4
USGS-04208000,,,,,2015-08-19,Phosphorus,0.181,mg/l as P
USGS-04208000,,,,,2015-08-19,Orthophosphate,0.1,mg/l as P
USGS-04208000,,,,,2015-08-19,Chloride,116.0,mg/l
USGS-04208000,,,,,2015-08-19,"Height, gage",0.94,m
USGS-04208000,,,,,2015-08-19,"Stream flow, instantaneous",10.0,m3/sec
USGS-04208000,,,,,2015-08-19,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",3.51,mg/l
USGS-04208000,,,,,2015-08-19,Turbidity,24.0,FNU
USGS-04208000,,,,,2015-08-19,Ammonia and ammonium,0.185,mg/l NH4
USGS-04208000,,,,,2015-08-19,Nitrate,10.7,mg/l asNO3
USGS-04208000,,,,,2015-08-19,Nitrite,0.268,mg/l asNO2
USGS-04208000,,,,,2015-08-19,Suspended Sediment Concentration (SSC),33.0,mg/l
USGS-04208000,,,,,2015-08-19,Suspended Sediment Discharge,32.0,tons/day
USGS-412922081442303,,,,,2015-06-19,"Acidity, (H+)",0.0002,mg/l
USGS-412922081442303,,,,,2015-06-19,"Temperature, water",20.8,deg C
USGS-412922081442303,,,,,2015-06-19,pH,6.7,std units
USGS-412922081442303,,,,,2015-06-19,Escherichia coli,1800.0,MPN/100 ml
USGS-412922081442303,,,,,2015-06-19,Turbidity,30.0,NTRU
USGS-412922081442303,,,,,2015-06-19,Wave height,2.1,ft
USGS-412922081442303,,,,,2015-08-22,"Temperature, water",23.0,deg C
USGS-412922081442303,,,,,2015-08-22,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2015-08-22,pH,8.1,std units
USGS-412922081442303,,,,,2015-08-22,Escherichia coli,21.0,MPN/100 ml
USGS-412922081442303,,,,,2015-08-22,Turbidity,7.6,NTRU
USGS-412922081442303,,,,,2015-08-22,Wave height,0.1,ft
USGS-412922081442303,,,,,2015-07-03,"Temperature, water",20.2,deg C
USGS-412922081442303,,,,,2015-07-03,"Acidity, (H+)",2e-05,mg/l
USGS-412922081442303,,,,,2015-07-03,pH,7.8,std units
USGS-412922081442303,,,,,2015-07-03,Escherichia coli,47.0,MPN/100 ml
USGS-412922081442303,,,,,2015-07-03,Turbidity,15.0,NTRU
USGS-412922081442303,,,,,2015-07-03,Wave height,0.6,ft
USGS-412928081560220,,,,,2015-08-04,"Temperature, water",76.1,deg F
USGS-412928081560220,,,,,2015-08-04,Escherichia coli,69.0,MPN/100 ml
USGS-412928081560220,,,,,2015-08-04,Turbidity,12.0,NTRU
USGS-412928081560220,,,,,2015-08-04,Wave height,0.8,ft
USGS-412929081561100,,,,,2015-08-26,Escherichia coli,25.0,MPN/100 ml
USGS-412929081561100,,,,,2015-08-26,Turbidity,16.0,NTRU
USGS-413510081340100,,,,,2015-07-20,"Temperature, air",22.7,deg C
USGS-413510081340100,,,,,2015-07-20,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2015-07-20,pH,7.9,std units
USGS-413510081340100,,,,,2015-07-20,Escherichia coli,160.0,MPN/100 ml
USGS-413510081340100,,,,,2015-07-20,Turbidity,17.0,NTRU
USGS-413510081340100,,,,,2015-07-20,Wave height,0.8,ft
USGS-412928081560220,,,,,2015-07-11,Turbidity,8.5,NTRU
USGS-412928081560220,,,,,2015-07-11,Wave height,0.3,ft
USGS-412928081560220,,,,,2015-07-11,"Temperature, water",69.8,deg F
USGS-412928081560220,,,,,2015-07-11,Escherichia coli,64.0,MPN/100 ml
USGS-412928081560220,,,,,2015-07-22,"Temperature, water",74.3,deg F
USGS-412928081560220,,,,,2015-07-22,Escherichia coli,340.0,MPN/100 ml
USGS-412928081560220,,,,,2015-07-22,Turbidity,38.0,NTRU
USGS-412928081560220,,,,,2015-07-22,Wave height,1.3,ft
USGS-412922081442303,,,,,2015-08-28,"Temperature, water",21.2,deg C
USGS-412922081442303,,,,,2015-08-28,"Acidity, (H+)",3e-05,mg/l
USGS-412922081442303,,,,,2015-08-28,pH,7.5,std units
USGS-412922081442303,,,,,2015-08-28,Escherichia coli,110.0,MPN/100 ml
USGS-412922081442303,,,,,2015-08-28,Turbidity,4.6,NTRU
USGS-412922081442303,,,,,2015-08-28,Wave height,0.1,ft
USGS-412922081442303,,,,,2015-05-26,"Temperature, water",16.0,deg C
USGS-412922081442303,,,,,2015-05-26,pH,8.4,std units
USGS-412922081442303,,,,,2015-05-26,Escherichia coli,5.0,MPN/100 ml
